Starling ID,Headwords,Gloss,chosen_abbr,suggestion_1,field_1,score_1,suggestion_2,field_2,score_2,suggestion_3,field_3,score_3
PDR1808,*tāṭ-,bark,AN_DO,AN_DO,Animals — Dog,0.453,AN_BU,Animals — Bull,0.449,AN_PU,Animals — Puppy,0.420
PDR1809,*tāv-,"to jump, leap",MO_JL,MO_JL,"Motion & Transportation — to Jump, Leap",0.775,MO_FY,Motion & Transportation — to Fly,0.450,MO_FA,Motion & Transportation — to Fall,0.418
PDR1810,*tāẓ-,toddy palm,CA_GL,CA_GL,Clothing & Adornment — Glove,0.305,TI_YG,Time — Young,0.279,MK_GD,Mankind — Granddaughter,0.274
PDR1811,*tāẓ-,earring,BP_EA,BP_EA,Body Parts & Functions — Ear,0.592,CA_FR,Clothing & Adornment — Finger Ring,0.433,SP_HG,Sense Perception — Hearing (n),0.392
PDR1812,*tāẓ-,to fall low; to lower,MO_FA,MO_FA,Motion & Transportation — to Fall,0.411,MO_RL,"Motion & Transportation — to Lift, Raise",0.352,MO_JL,"Motion & Transportation — to Jump, Leap",0.333
PDR1813,*tāẓ-,"bolt, bar, lock; key",DF_LO,DF_LO,Dwellings & Furniture — Lock (n),0.387,PT_RR,Possession & Trade — to Rob; Robber,0.327,PA_HA,Physical Acts & Materials — Hammer (n),0.310
PDR1814,*tā̆ǯ- (?),to wipe,PA_WA,PA_WA,Physical Acts & Materials — to Wash,0.407,BP_SP,Body Parts & Functions — to Spit,0.326,CA_TW,Clothing & Adornment — Towel,0.303
PDR1815,*ted_-,"to pay, return",PT_GB,PT_GB,"Possession & Trade — to Return, Give Back",0.489,PT_PA,Possession & Trade — to Pay,0.462,PT_OW,Possession & Trade — to Owe,0.417
PDR1816,*ted_-a-,to open,SR_OP,SR_OP,Spatial Relations — to Open,0.409,TI_FI,Time — to Finish,0.375,DF_DG,"Dwellings & Furniture — Door, Gate",0.326
PDR1817,*teg-,"to be full, finished",TI_FI,TI_FI,Time — to Finish,0.625,QN_FU,Quantity & Number — Full,0.443,TI_LS,Time — to Last,0.389
PDR1818,*teK-,1 to extinguish 2 to die,BP_DD,BP_DD,Body Parts & Functions — to Die; Dead; Death,0.467,BP_KI,Body Parts & Functions — to Kill,0.451,BP_BD,Body Parts & Functions — to Bury the Dead,0.377
PDR1819,*teḷ-,to be clear; white,SP_WH,SP_WH,Sense Perception — White,0.525,SP_LC,Sense Perception — Light in Color,0.406,SP_CO,Sense Perception — Color,0.405
PDR1820,*teḷ-,"to sift, winnow",SP_PS,SP_PS,"Sense Perception — to Sense, Perceive; Sense",0.314,TI_DW,Time — Dawn,0.299,WH_VI,Warfare & Hunting — Victory,0.296
PDR1821,*tel-,"to ask, request, praise",EM_PR,EM_PR,Emotion — Praise (n),0.563,RB_BL,Religion & Beliefs — to Bless,0.478,EM_PL,Emotion — to Please,0.476
PDR1822,*teḷ-,"thin, fine",SR_NS,SR_NS,Spatial Relations — Thin (in Density),0.391,SR_ND,Spatial Relations — Thin (in Dimension),0.383,SR_TS,Spatial Relations — Thick (in Density),0.337
PDR1823,*tenḍ-,to pull,PA_DP,PA_DP,"Physical Acts & Materials — to Draw, Pull",0.430,MO_PS,"Motion & Transportation — to Push, Shove",0.412,PA_PR,Physical Acts & Materials — to Press,0.322
PDR1824,*ter-,wrinkle; fold,PA_FO,PA_FO,Physical Acts & Materials — to Fold,0.495,CA_WE,Clothing & Adornment — to Weave,0.412,CA_SE,Clothing & Adornment — to Sew,0.382
PDR1825,*ter-[aḷ-],to coil; round,SR_RO,SR_RO,Spatial Relations — Round (adj),0.319,MO_BL,Motion & Transportation — to Blow,0.311,MO_TA,Motion & Transportation — to Turn Around,0.292
PDR1826,*ter_-V-,"to cut, severe",PA_CU,PA_CU,Physical Acts & Materials — to Cut,0.399,FD_KN,Food & Drink — Knife,0.387,BP_KI,Body Parts & Functions — to Kill,0.376
PDR1827,*tē̆d_-,to burn (of sun),PW_BU,PW_BU,"Physical World — to Burn, Scorch",0.557,PW_SU,Physical World — Sun,0.537,PW_FL,Physical World — Flame (n),0.403
PDR1828,*tēg-,to belch,RB_BP,RB_BP,Religion & Beliefs — to Baptize,0.312,BP_VO,Body Parts & Functions — to Vomit,0.307,BP_SP,Body Parts & Functions — to Spit,0.306
PDR1829,*tēj-,"to rub, wear off",PA_RU,PA_RU,Physical Acts & Materials — to Rub,0.577,CA_BU,Clothing & Adornment — Button,0.413,CA_SN,Clothing & Adornment — to Spin,0.411
PDR1830,*tēl-,to float,MO_FT,MO_FT,Motion & Transportation — to Float,0.641,MO_SW,Motion & Transportation — to Swim,0.415,MO_SI,Motion & Transportation — to Sink,0.375
PDR1831,*tēḷ-,scorpion,AN_SK,AN_SK,Animals — Snake,0.466,AN_IN,Animals — Insect,0.457,AN_BE,Animals — Bee,0.408
PDR1832,*tēn-,honey; bee,AN_BE,AN_BE,Animals — Bee,0.776,FD_HO,Food & Drink — Honey,0.666,AN_BR,Animals — Bear,0.419
PDR1833,*tēnḍ- (?),to rise,MO_RL,MO_RL,"Motion & Transportation — to Lift, Raise",0.478,MO_RI,Motion & Transportation — to Rise,0.457,TI_BB,Time — to Begin; Beginning,0.381
PDR1834,*tēr-,"to be clear, evident",MT_CP,MT_CP,"Mind & Thought — Clear, Plain (to the Mind)",0.387,SP_SE,Sense Perception — to See,0.337,SP_SW,Sense Perception — to Show,0.332
PDR1835,*tēr-,to lie down; cot,BP_SL,BP_SL,Body Parts & Functions — to Sleep; Sleep,0.361,EM_LI,"Emotion — Lie, Falsehood",0.332,BP_GR,"Body Parts & Functions — Grave, Tomb",0.326
PDR1836,*tēr-,chariot,AN_SN,AN_SN,Animals — Stallion,0.419,MO_RD,Motion & Transportation — to Ride,0.390,MO_WH,Motion & Transportation — Wheel,0.382
PDR1837,*tēr_-,1 to accomplish; to finish 2 to clear,TI_FI,TI_FI,Time — to Finish,0.566,TI_DE,Time — to Delay,0.391,TI_HH,"Time — to Hurry, Hasten",0.380
PDR1838,*tig-,"to press, oush down",PA_PR,PA_PR,Physical Acts & Materials — to Press,0.450,BP_LC,Body Parts & Functions — to Lick,0.341,CA_BU,Clothing & Adornment — Button,0.312
PDR1839,*Tigil-,teror,MK_SS,MK_SS,Mankind — Stepson,0.330,FD_SA,Food & Drink — Saucer,0.294,AV_TH,Agriculture & Vegetation — to Thresh,0.284
PDR1840,*tiK-,bedbug,DF_BD,DF_BD,Dwellings & Furniture — Bed,0.432,AN_RA,Animals — Ram,0.341,AN_BU,Animals — Bull,0.334
PDR1841,*tim-,to smear,BP_SP,BP_SP,Body Parts & Functions — to Spit,0.331,BP_LC,Body Parts & Functions — to Lick,0.324,EM_PL,Emotion — to Please,0.321
PDR1842,*tin-,right,EM_RI,EM_RI,Emotion — Right (adj),0.376,EM_TE,Emotion — True,0.361,TI_NO,Time — Now,0.331
PDR1843,*tin-,to eat,FD_EA,FD_EA,Food & Drink — to Eat,0.710,FD_AM,Food & Drink — a Meal,0.652,FD_FD,Food & Drink — Food,0.567
PDR1844,*tiṇ-,a k. of platform,PW_CL,PW_CL,"Physical World — Cloud, Mirk",0.312,WH_FT,Warfare & Hunting — Fortress,0.277,WH_TW,Warfare & Hunting — Tower,0.271
PDR1845,*tiṇ-,"to strain; hard, firm",PA_SR,PA_SR,Physical Acts & Materials — to Stretch,0.475,PA_BN,Physical Acts & Materials — to Bend,0.467,PA_TE,Physical Acts & Materials — to Tear,0.419
PDR1846,*tiŋaḷ (?),moon,PW_MO,PW_MO,Physical World — Moon,0.749,AN_MR,Animals — Mare,0.463,AN_BE,Animals — Bee,0.423
PDR1847,*tir-i-,to tremble,MO_SH,MO_SH,Motion & Transportation — to Shake,0.438,EM_DA,Emotion — to Dare,0.398,EM_GR,Emotion — to Groan,0.378
PDR1848,*tir-[i]-,to turn,MO_TU,MO_TU,Motion & Transportation — to Turn,0.559,MO_TA,Motion & Transportation — to Turn Around,0.535,MO_LE,Motion & Transportation — to Lead,0.379
PDR1849,*tir-nd-,"correct, right",EM_RI,EM_RI,Emotion — Right (adj),0.331,TI_NO,Time — Now,0.322,TI_TD,Time — Today,0.306
PDR1850,*tiṭ-,rising ground,PW_GS,PW_GS,"Physical World — Ground, Soil",0.424,TI_AU,Time — Autumn,0.411,MO_RL,"Motion & Transportation — to Lift, Raise",0.353
PDR1851,*tiv-,"to take out, remove",MO_GA,MO_GA,"Motion & Transportation — to Depart, Go Away",0.374,PT_DE,Possession & Trade — to Destroy,0.362,PT_TA,Possession & Trade — to Take,0.337
PDR1852,*tiv-/*tīg-,1 creeper 2 wire 3 thread,CA_TH,CA_TH,Clothing & Adornment — Thread,0.284,CA_SP,Clothing & Adornment — Spindle,0.224,MO_CC,"Motion & Transportation — to Creep, Crawl",0.224
PDR1853,*tīḍ-,to whet,EM_PL,EM_PL,Emotion — to Please,0.343,WH_SU,Warfare & Hunting — to Surrender,0.331,TI_FI,Time — to Finish,0.330
PDR1854,*tīr- (?),hair,BP_HA,BP_HA,Body Parts & Functions — Hair,0.693,BP_BE,Body Parts & Functions — Beard,0.463,CA_CB,Clothing & Adornment — Comb,0.446
PDR1855,*tīr_-,to be finished,TI_FI,TI_FI,Time — to Finish,0.749,TI_LS,Time — to Last,0.464,TI_RE,Time — Ready (adj),0.410
PDR1856,*tīt- (?),bird,AN_BI,AN_BI,Animals — Bird,0.849,AN_DU,Animals — Duck,0.597,AN_HN,Animals — Hen,0.590
PDR1857,*tjām-,tortoise,AN_SK,AN_SK,Animals — Snake,0.375,AN_WR,Animals — Worm,0.373,AN_GS,Animals — Goose,0.373
PDR1858,*tjī-,to burn,PW_BU,PW_BU,"Physical World — to Burn, Scorch",0.558,FD_RF,"Food & Drink — to Roast, Fry",0.375,LJ_AR,Law & Judgment — Arson,0.370
PDR1859,*tjī-,sweet,TI_NO,TI_NO,Time — Now,0.298,TI_HR,Time — Hour,0.291,SP_ST,Sense Perception — Sweet,0.290
PDR1860,*tjoṭ-,beehive,AN_BE,AN_BE,Animals — Bee,0.678,FD_HO,Food & Drink — Honey,0.424,AN_CO,Animals — Cow,0.358
PDR1861,*toḍ-,"to wear, put on",CA_CD,CA_CD,"Clothing & Adornment — to Clothe, Dress",0.561,CA_SE,Clothing & Adornment — to Sew,0.538,CA_BO,Clothing & Adornment — Boot,0.536
PDR1862,*toḍ-,lip,BP_LI,BP_LI,Body Parts & Functions — Lip,0.673,BP_CK,Body Parts & Functions — Cheek,0.449,BP_MO,Body Parts & Functions — Mouth,0.427
PDR1863,*toḍ-,to begin; to get ready,TI_BB,TI_BB,Time — to Begin; Beginning,0.606,TI_RE,Time — Ready (adj),0.500,TI_FI,Time — to Finish,0.468
PDR1864,*tod_- (?),feather,BP_FE,BP_FE,Body Parts & Functions — Feather,0.606,AN_HN,Animals — Hen,0.558,AN_GS,Animals — Goose,0.508
PDR1865,*toɣar-,dhal,PW_ST,PW_ST,Physical World — Star,0.264,MO_OA,Motion & Transportation — Oar,0.247,PT_MS,Possession & Trade — Miser,0.240
PDR1866,*tok-,"bark, rind",AN_BU,AN_BU,Animals — Bull,0.359,AN_DO,Animals — Dog,0.357,AN_PU,Animals — Puppy,0.352
PDR1867,*tol-,"to remove; to depart; to die, perish",MO_GA,MO_GA,"Motion & Transportation — to Depart, Go Away",0.437,TI_CE,Time — to Cease,0.395,BP_KI,Body Parts & Functions — to Kill,0.385
PDR1868,*tol-,formerly; early; tomorrow,TI_TM,TI_TM,Time — Tomorrow,0.618,TI_YD,Time — Yesterday,0.536,TI_TD,Time — Today,0.504
PDR1869,*toḷ-,"to pierce, bore",PA_BR,PA_BR,Physical Acts & Materials — to Bore,0.416,WH_SP,Warfare & Hunting — Spear,0.367,WH_SW,Warfare & Hunting — Sword,0.315
PDR1870,*toḷ-,to spill; to flow,MO_FL,MO_FL,Motion & Transportation — to Flow,0.487,MO_SI,Motion & Transportation — to Sink,0.438,FD_PJ,"Food & Drink — Jug, Pitcher",0.415
PDR1871,*toḷ-pad-,nine,QN_NN,QN_NN,Quantity & Number — Numerals,0.387,QN_TH,Quantity & Number — Three,0.374,QN_TP,Quantity & Number — Three Apiece,0.370
PDR1872,*tonḍ-,throat,BP_TR,BP_TR,Body Parts & Functions — Throat,0.657,BP_CO,Body Parts & Functions — to Cough,0.447,BP_SP,Body Parts & Functions — to Spit,0.430
PDR1873,*tonḍ-,beak; trunk,AN_BI,AN_BI,Animals — Bird,0.558,AN_DU,Animals — Duck,0.486,AN_SK,Animals — Snake,0.480
PDR1874,*Tonḍ-,creeper,MO_CC,MO_CC,"Motion & Transportation — to Creep, Crawl",0.467,AN_WR,Animals — Worm,0.326,CA_SL,Clothing & Adornment — Slipper,0.318
PDR1875,*tondar-,trouble,TI_HR,TI_HR,Time — Hour,0.357,TI_MT,Time — Month,0.333,EM_BD,Emotion — Bad,0.333
PDR1876,*toŋ-,to hang,TI_FI,TI_FI,Time — to Finish,0.381,TI_DE,Time — to Delay,0.321,AN_HU,Animals — to Hunt,0.317
PDR1877,"*tor-, *dor-","to push, shove",MO_PS,MO_PS,"Motion & Transportation — to Push, Shove",0.640,PA_PR,Physical Acts & Materials — to Press,0.359,EM_DA,Emotion — to Dare,0.318
PDR1878,*tor_-,kine,PW_MU,PW_MU,"Physical World — Mud, Mire",0.355,MK_WI,Mankind — Wife,0.291,MK_AU,Mankind — Aunt,0.289
PDR1879,*toT-,to stammer,PA_SO,PA_SO,"Physical Acts & Materials — to Strew, Spread Out",0.319,PT_MS,Possession & Trade — Miser,0.293,TI_FI,Time — to Finish,0.279
PDR1880,*toṬ-,to touch,SP_TV,SP_TV,Sense Perception — to Touch,0.590,SP_TC,Sense Perception — Touch (n),0.526,BP_FI,Body Parts & Functions — Finger,0.524
PDR1881,*toṭ-i,trough,TI_SP,TI_SP,Time — Spring,0.334,TI_DW,Time — Dawn,0.331,TI_EV,Time — Evening,0.331
PDR1882,*toṭil-,cradle,MK_IN,MK_IN,Mankind — Infant,0.387,EM_CA,Emotion — Care (n),0.373,MK_GM,Mankind — Grandmother,0.369
PDR1883,*toẓ-,"to tread on, kick",MO_RU,MO_RU,Motion & Transportation — to Run,0.361,BP_FT,Body Parts & Functions — Foot,0.360,MO_DA,Motion & Transportation — to Dance,0.360
PDR1884,*toẓ-,work,TI_FI,TI_FI,Time — to Finish,0.439,TI_DA,Time — Day,0.411,TI_AL,Time — Always,0.397
PDR1885,*toẓ-,to worship,RB_WO,RB_WO,Religion & Beliefs — to Worship,0.730,RB_AL,Religion & Beliefs — Altar,0.507,RB_BL,Religion & Beliefs — to Bless,0.472
PDR1886,*tō-,to bathe; to be wet,CA_TW,CA_TW,Clothing & Adornment — Towel,0.435,PA_WA,Physical Acts & Materials — to Wash,0.424,AN_WE,Animals — Wether,0.382
PDR1887,*tōɣ-,"to kick, stamp",PA_SH,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",0.380,CA_BO,Clothing & Adornment — Boot,0.324,WH_GP,Warfare & Hunting — Gunpowder,0.321
PDR1888,*tōɣ-,a k. of ficus,FD_FI,FD_FI,Food & Drink — Fig,0.265,PW_CL,"Physical World — Cloud, Mirk",0.260,AN_HN,Animals — Hen,0.259
PDR1889,*tōk-,tail,BP_TA,BP_TA,Body Parts & Functions — Tail,0.642,AN_MU,Animals — Mule,0.359,BP_HO,Body Parts & Functions — Horn,0.343
PDR1890,*tōl,"skin, hide",BP_SH,BP_SH,"Body Parts & Functions — Skin, Hide",0.736,CA_CK,Clothing & Adornment — Cloak,0.453,PA_FS,"Physical Acts & Materials — to Flay, Skin",0.416
PDR1891,*tōl-,egg,BP_EG,BP_EG,Body Parts & Functions — Egg,0.617,AN_HN,Animals — Hen,0.491,AN_DU,Animals — Duck,0.431
PDR1892,*tōḷ-,"shoulder, arm",BP_SD,BP_SD,Body Parts & Functions — Shoulder,0.734,BP_AR,Body Parts & Functions — Arm,0.639,BP_EL,Body Parts & Functions — Elbow,0.594
PDR1893,*tōnḍ-,"to bale out, draw (water); to dig",AV_DI,AV_DI,"Agriculture & Vegetation — to Dig, Delve",0.408,PW_MU,"Physical World — Mud, Mire",0.376,PW_RS,"Physical World — Brook, Stream, River",0.362
PDR1894,*tōnḍl-,"wolf, jackal",AN_WO,AN_WO,Animals — Wolf,0.638,AN_FX,Animals — Fox,0.450,AN_BR,Animals — Bear,0.417
PDR1895,*tōnd_-,"to appear, be",MT_SE,MT_SE,Mind & Thought — to Seem,0.473,SP_SG,"Sense Perception — Sight (obj), Look (obj), Appearance",0.345,TI_HH,"Time — to Hurry, Hasten",0.342
PDR1896,*tōp-,"grove, garden",AV_GA,AV_GA,"Agriculture & Vegetation — Garden, Orchard",0.454,AV_GR,Agriculture & Vegetation — Grass,0.411,AV_FL,Agriculture & Vegetation — Flower,0.393
PDR1897,*tōr-,"large, stout, mature",FD_BB,FD_BB,Food & Drink — Beer,0.426,FD_SA,Food & Drink — Saucer,0.396,FD_PO,Food & Drink — Pot,0.359
PDR1898,*tōr-,to flow; blood,MO_FL,MO_FL,Motion & Transportation — to Flow,0.573,BP_BL,Body Parts & Functions — Blood,0.528,BP_BB,Body Parts & Functions — to Breathe; Breath,0.451
PDR1899,*tōr_-,"bushes, shrubbery",AV_PN,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.535,AV_FL,Agriculture & Vegetation — Flower,0.522,AV_LE,Agriculture & Vegetation — Leaf,0.510
PDR1900,*tōẓ-,"1 friend; younger brother 2 assistance, help",SO_HA,SO_HA,"Social Relations — to Help, Aid",0.397,SO_FR,Social Relations — Friend,0.330,SO_NE,Social Relations — Neighbor,0.299
PDR1901,*tōẓ-,"stable, stall",AN_ST,AN_ST,"Animals — Stall, Stable",0.738,TI_RE,Time — Ready (adj),0.323,TI_DE,Time — to Delay,0.312
PDR1902,*tUḍ-,thigh,BP_LE,BP_LE,Body Parts & Functions — Leg,0.556,BP_KN,Body Parts & Functions — Knee,0.503,BP_FT,Body Parts & Functions — Foot,0.459
PDR1903,*tùd-,"point, edge",SR_ED,SR_ED,Spatial Relations — Edge,0.537,SR_PO,Spatial Relations — Point,0.360,SR_CN,"Spatial Relations — Angle, Corner",0.319
PDR1904,*tuḍ-,to wipe,PA_WA,PA_WA,Physical Acts & Materials — to Wash,0.407,BP_SP,Body Parts & Functions — to Spit,0.326,CA_TW,Clothing & Adornment — Towel,0.303
PDR1905,*tud_-,to leave,MO_GA,MO_GA,"Motion & Transportation — to Depart, Go Away",0.412,TI_FI,Time — to Finish,0.395,MO_FE,Motion & Transportation — to Flee,0.389
PDR1906,*tud_-,to block up,LM_RF,LM_RF,"Language & Music — to Refuse, Forbid",0.263,TI_DE,Time — to Delay,0.258,SO_HP,"Social Relations — to Hinder, Prevent",0.246
PDR1907,*tud_-,pig,AN_PI,AN_PI,Animals — Pig,0.851,AN_BO,Animals — Boar,0.618,AN_SW,Animals — Swine,0.523
PDR1908,*tUḷ-,to wash,PA_WA,PA_WA,Physical Acts & Materials — to Wash,0.522,CA_TW,Clothing & Adornment — Towel,0.421,CA_SA,Clothing & Adornment — Soap,0.404
PDR1909,*tuḷ-,to jump,MO_JL,MO_JL,"Motion & Transportation — to Jump, Leap",0.650,MO_FY,Motion & Transportation — to Fly,0.410,MO_TH,Motion & Transportation — to Throw,0.382
PDR1910,*tuḷ-,to shine,EM_GL,EM_GL,"Emotion — Fame, Glory",0.353,TI_FI,Time — to Finish,0.327,SP_SH,"Sense Perception — to Shine, Glisten",0.312
PDR1911,*Tuḷ-,"to shake, tremble",MO_SH,MO_SH,Motion & Transportation — to Shake,0.579,EM_DA,Emotion — to Dare,0.345,BP_VO,Body Parts & Functions — to Vomit,0.331
PDR1912,*tuḷas-,sacred basil,RB_HS,RB_HS,"Religion & Beliefs — Holy, Sacred",0.495,RB_MO,Religion & Beliefs — Monk,0.424,RB_PR,Religion & Beliefs — Priest,0.407
PDR1913,*tum-,ebony,SP_BK,SP_BK,Sense Perception — Black,0.359,SP_WH,Sense Perception — White,0.309,SP_DC,Sense Perception — Dark in Color,0.301
PDR1914,*tum-,quail,AN_BI,AN_BI,Animals — Bird,0.520,AN_CK,"Animals — Cock, Rooster",0.506,AN_CH,Animals — Chicken,0.493
PDR1915,*tum-,to sneeze,BP_SN,BP_SN,Body Parts & Functions — to Sneeze,0.785,BP_CO,Body Parts & Functions — to Cough,0.450,RB_BL,Religion & Beliefs — to Bless,0.371
PDR1916,*tum-,"to be cut off, piece",PA_CU,PA_CU,Physical Acts & Materials — to Cut,0.500,PA_SS,"Physical Acts & Materials — Shears, Scissors",0.427,FD_KN,Food & Drink — Knife,0.408
PDR1917,*tumb-,"bee, beetle",AN_BE,AN_BE,Animals — Bee,0.738,AN_IN,Animals — Insect,0.611,AN_BR,Animals — Bear,0.492
PDR1918,*tumb-,a k. of tree,PW_TR,PW_TR,"Physical World — Tree, Oak",0.554,AV_TR,Agriculture & Vegetation — Tree (generic),0.528,PW_WF,"Physical World — Woods, Forest",0.425
PDR1919,*tumb- (?),crowd,QN_MC,QN_MC,"Quantity & Number — Crowd, Multitude",0.677,SO_PP,"Social Relations — People, Populace",0.397,MK_FM,Mankind — Family,0.376
PDR1920,*tunḍ-,piece (of cloth),CA_CL,CA_CL,Clothing & Adornment — Cloth,0.637,CA_VE,Clothing & Adornment — Veil,0.576,CA_CD,"Clothing & Adornment — to Clothe, Dress",0.567
PDR1921,*tund-,"to pour, spill",PA_PO,PA_PO,Physical Acts & Materials — to Pour,0.542,FD_CU,Food & Drink — Cup,0.491,FD_PJ,"Food & Drink — Jug, Pitcher",0.469
PDR1922,*tunṭ-,a wicked person,RB_WS,RB_WS,"Religion & Beliefs — Witch, Sorceress",0.357,RB_DM,"Religion & Beliefs — Demon, Evil Spirit",0.342,EM_WA,"Emotion — Wonder, Astonishment",0.334
PDR1923,*tuŋ-,a k. of grass,AV_GR,AV_GR,Agriculture & Vegetation — Grass,0.574,AN_PS,Animals — Pasture,0.461,AN_PV,Animals — to Pasture,0.427
PDR1924,*tup-,to spit,BP_SP,BP_SP,Body Parts & Functions — to Spit,0.681,FD_SU,"Food & Drink — to Suck, Suckle",0.411,BP_MO,Body Parts & Functions — Mouth,0.406
PDR1925,*tur-,"rust, verdigris",WH_SW,WH_SW,Warfare & Hunting — Sword,0.345,WH_FT,Warfare & Hunting — Fortress,0.331,AN_WO,Animals — Wolf,0.308
PDR1926,*turŋ-,1 to hang 2 to swing 3 to sleep,BP_SL,BP_SL,Body Parts & Functions — to Sleep; Sleep,0.396,DF_LO,Dwellings & Furniture — Lock (n),0.299,DF_TE,Dwellings & Furniture — Tent,0.294
PDR1927,*tur_-[k-],"weed; rubbish, refuse",LM_RF,LM_RF,"Language & Music — to Refuse, Forbid",0.405,AV_ST,Agriculture & Vegetation — Smoke (Tobacco),0.402,FD_PO,Food & Drink — Pot,0.374
PDR1928,*tuv- (*-o-),"to dip, soak",FD_SL,FD_SL,Food & Drink — Salt,0.396,BP_VO,Body Parts & Functions — to Vomit,0.372,FD_SU,"Food & Drink — to Suck, Suckle",0.367
PDR1929,*tūd_-,"to pierce, penetrate",WH_SP,WH_SP,Warfare & Hunting — Spear,0.381,BP_SI,Body Parts & Functions — to have Sexual Intercourse,0.363,BP_NA,"Body Parts & Functions — Nail, Claw",0.351
PDR1930,*TūK-,earth,PW_EL,PW_EL,"Physical World — Earth, Land",0.672,PW_GS,"Physical World — Ground, Soil",0.523,PW_SK,"Physical World — Sky, Heavens",0.520
PDR1931,*tūḷ-,to run away,MO_RU,MO_RU,Motion & Transportation — to Run,0.413,AN_HU,Animals — to Hunt,0.408,MO_FE,Motion & Transportation — to Flee,0.386
PDR1932,*tūm-,tube,AN_BA,AN_BA,Animals — Barrow,0.317,AN_DU,Animals — Duck,0.288,AN_MU,Animals — Mule,0.286
PDR1933,*tūṇ-,to cut; slice,FD_KN,FD_KN,Food & Drink — Knife,0.578,PA_CU,Physical Acts & Materials — to Cut,0.538,PA_SS,"Physical Acts & Materials — Shears, Scissors",0.473
PDR1934,*tūr_-,to pierce; to dig out,BP_NA,BP_NA,"Body Parts & Functions — Nail, Claw",0.374,BP_BD,Body Parts & Functions — to Bury the Dead,0.345,WH_SP,Warfare & Hunting — Spear,0.324
PDR1935,*tū[v]-,feather,BP_FE,BP_FE,Body Parts & Functions — Feather,0.606,AN_HN,Animals — Hen,0.558,AN_GS,Animals — Goose,0.508
PDR1936,*ṭaɣ-,mango stone,FD_PC,FD_PC,Food & Drink — Peach,0.485,PW_SR,"Physical World — Rock, Stone",0.484,FD_FR,Food & Drink — Fruit,0.465
PDR1937,*ṭeŋ-,coconut,FD_PR,FD_PR,Food & Drink — Pear,0.434,FD_FR,Food & Drink — Fruit,0.423,FD_FI,Food & Drink — Fig,0.418
PDR1938,*ṭēk-,teak tree,AV_LE,AV_LE,Agriculture & Vegetation — Leaf,0.445,AV_TR,Agriculture & Vegetation — Tree (generic),0.434,PW_TR,"Physical World — Tree, Oak",0.430
PDR1939,*ṭoŋ-,knee (?),BP_KN,BP_KN,Body Parts & Functions — Knee,0.694,BP_LE,Body Parts & Functions — Leg,0.434,BP_FT,Body Parts & Functions — Foot,0.417
PDR1940,*ubb- (? *urb-),"to swell, bloat, boil",FD_BO,FD_BO,Food & Drink — to Boil (trans,0.571,MO_BO,Motion & Transportation — to Boil (intrans,0.413,FD_KE,Food & Drink — Kettle,0.399
PDR1941,*uc-i,crown of head,BP_FO,BP_FO,Body Parts & Functions — Forehead,0.440,BP_HE,Body Parts & Functions — Head,0.428,WH_HM,Warfare & Hunting — Helmet,0.420
PDR1942,*Ud-,"to give, give a hand; to aid",SO_HA,SO_HA,"Social Relations — to Help, Aid",0.430,PT_GI,Possession & Trade — to Give,0.414,EM_PL,Emotion — to Please,0.410
PDR1943,*Ùḍ-,wealth; possession,PT_WR,PT_WR,"Possession & Trade — Wealth, Riches",0.860,PT_RC,Possession & Trade — Rich,0.799,PT_OP,"Possession & Trade — to Own, Possess",0.780
PDR1944,*uḍ-,"to wear, put on",CA_CD,CA_CD,"Clothing & Adornment — to Clothe, Dress",0.561,CA_SE,Clothing & Adornment — to Sew,0.538,CA_BO,Clothing & Adornment — Boot,0.536
PDR1945,*uḍ-,to boil; hot,FD_BO,FD_BO,Food & Drink — to Boil (trans,0.732,MO_BO,Motion & Transportation — to Boil (intrans,0.556,FD_KE,Food & Drink — Kettle,0.520
PDR1946,*ud-,"match, pair?",PW_MT,PW_MT,"Physical World — Match, Fire Stick",0.440,SO_ME,Social Relations — to Meet,0.342,TI_MS,"Time — Minute, Second",0.321
PDR1947,*ud-ar_-,to shake,MO_SH,MO_SH,Motion & Transportation — to Shake,0.590,BP_VO,Body Parts & Functions — to Vomit,0.388,BP_SP,Body Parts & Functions — to Spit,0.367
PDR1948,*udd- (?),long,TI_LS,TI_LS,Time — to Last,0.411,TI_HR,Time — Hour,0.394,TI_YR,Time — Year,0.379
PDR1949,*ùḍ-[u-],iguana,AN_SK,AN_SK,Animals — Snake,0.450,AN_LN,Animals — Lion,0.398,AN_EW,Animals — Ewe,0.394
PDR1950,*ud_-,to butt; to crush,AN_AD,AN_AD,"Animals — Ass, Donkey",0.395,EM_KS,Emotion — to Kiss,0.387,EM_LO,Emotion — to Love; Love,0.382
PDR1951,*ud_-,"1 to happen 2 to fit, agree with",TI_MS,TI_MS,"Time — Minute, Second",0.294,TI_FI,Time — to Finish,0.286,TI_AL,Time — Always,0.272
PDR1952,*ud_-/*ut_-,network,SO_NE,SO_NE,Social Relations — Neighbor,0.337,SO_HO,Social Relations — Host,0.327,SR_ED,Spatial Relations — Edge,0.310
PDR1953,*ug-,to shed (hair),BP_HA,BP_HA,Body Parts & Functions — Hair,0.536,CA_CB,Clothing & Adornment — Comb,0.388,BP_BD,Body Parts & Functions — to Bury the Dead,0.357
