Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
*as-g-,"to join two things together (> ""to take, buy"")",,,,,,,,,,,DEDR 43 and 51 (a connection between the two is proposed by Burrow & Emeneau themselves on the grounds of identical forms in Gondwan). // Present in 3/6 branches.,,,,,,,6,19,
*as-g-,to stick,,Dravidian etymology,,"Also KURassAgtaʔānāto glue, paste or make otherwise adhere; MLTasgreto adhere;asg̣eto paste on, make of two things one.",,,,,,,,,,43,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=39&root=config
*at-,"to join, attach, wear",,,,,,,,,,,The root is more often found with the derivative suffix*-k-and an epenthetic vowel:*ad-ú-k-.,,,,,,,7,1,
*bal,"to slip off, be left behind",,,,Also MLTbaltreto let escape or slip off,,,,,,,,,,5298,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=77&root=config
*aṛī,earthen pot,,,,,,,,,,,"SDR forms, on one hand, and Telugu, PKG, and PGn forms, on the other, can hardly be traced back to the same stem; the former look like quadrisyllabic compounds (*aḍí-KarV, with the vowel in a weak position) whereas the latter can only go back to*áṭikV, a trisyllabic stem with the vowel in a strong position and a nominal suffix tacked on at the end. Nevertheless, if Burrow & Emeneau are correct about comparing the forms to PDR*áṭ- ~ *aḍú-""to cook"", the two variants may indeed share the same archaic root. // Present in 5/6 branches.",,,,,,,7,2,
*aṛī,earthen waterpot,,Dravidian etymology,,,,,,,,,,,,75,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=35&root=config
*aṭ-ā,"inner side of roof (loft, attic, supporting bamboo framework etc.)",,,,,,,,,,,"While some of the forms adduced by Burrow & Emeneau may look like later reborrowings, the root as a whole is widely represented in Dravidian and is most probably PDR in origin. The corresponding IA root*aṭṭa-""high"" (Turner No. 180) has no Indo-European etymology and must have been borrowed from an early Dravidian dialect. // Present in 5/6 branches.",,,,,,,7,5,
*a[b]-q-,to heat,,,,,,,,,,,The connection of the SDR and NDR roots (separated in DEDR) is possible if Malto-w-is primary and goes back to*-b-<*-v-. // Present in 2/6 branches.,,,,,,,7,12,
*a[b]-q-,to warm (oneself),,Dravidian etymology,,"Also MLTawg̣reto bask in the sun, warm oneself at a fire.",,,,,,,The reconstruction is provisional (Malto -w- could turn out to be secondary).,,,18,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=48&root=config
*anḍ-,to pervade (as taste),,,,,,,,,,,"A highly irregular (and therefore) dubious Central Dravidian-NDR isogloss. The only way to make all these forms fit together is to assume their descent from an old complex stem like*aẓ[V]-d-with non-trivial cluster development in daughter languages. However, if that is really so, the forms also beg comparison with PDR*aẓ[ú]nd-'to press down; to dip, immerse' ('immerse' > 'pervade'). // Present in 3/6 branches.",,,,,,,7,15,
