Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
"kanning (kar-, ka-, kē-)","to do, make, feign oneself, be able",,Dravidian etymology,,,,,,,,,,,,1957,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=100&root=config
xaf,ear,,,,,,,,,,,,,,,,,,36,3,
xaf,ear,,Dravidian etymology,,,,,,,,,,,,1977,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=218&root=config
xēr,side,,,,,,,,,,,The short vowel in PKG can point to an older unaccented form.,,,,,,,36,10,
xēr,"behind (prep., adv.)",,Dravidian etymology,,"Also BRAxēr kanningto show one's back, run away",,,,,,,,,,2008,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=243&root=config
kish-king,to pinch,,Nostratic etymology,,,,,,,,,Voiced articulation in Telugu unclear.,,,,,,,36,17,
kish-king,"to pluck, break off",,Dravidian etymology,,,,,,,,,,,,1513,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=105&root=config
kir-ēng,"anger, angry; displeased",,Nostratic etymology,,,,,,,,,,,,,,,,37,11,
kir-ēng,abuse,,Dravidian etymology,,"Also BRAkirkgrudge, rancour",,,,,,,,,,1597,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=104&root=config
"ki-, kī, kē-",lower; beneath,,,,,,,,,,,,,,,,,,38,2,
"ki-, kī, kē-","below, down",,Dravidian etymology,,"Also BRAkērag_h_lower side, bottom, low, under, below",,,,,,,,,,1619,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=103&root=config
xall-ing,to kill,,Nostratic etymology,,,,,,,,,,,,,,,,38,17,
xāx-ūr (?),"crane, heron",,Nostratic etymology,,,,,,,,,,,,,,,,39,16,
xāx-ūr,demoiselle crane,,Dravidian etymology,,,,,,,,,,,,2125,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=241&root=config
hush-ing,to burn,,Nostratic etymology,,,,,,,,,"Isolated NDR forms. The form in Brahui is compared by B&E to*ur-, but I think it is better to put it here. The initialh-may be misspelt (*xush-ingwould be expected).",,,,,,,39,20,
hush-ing,"to set fire to, burn, scorch, make feverish, burn with rage",,Dravidian etymology,,"Also BRAhushingingto be burnt, etc.",,,,,,,,,,656,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=77&root=config
xurr-um,"tube, pipe; hole, pit",,Nostratic etymology,,,,,,,,,,,,,,,,40,5,
xurrum,grainpit,,Dravidian etymology,,,,,,,,,,,,1818,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=236&root=config
xōl,"belly, womb",,Nostratic etymology,,,,,,,,,,,,,,,,40,18,
xōl,"womb, offspring, entrails, woof, weft",,Dravidian etymology,,,,,,,,,,,,2244,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=245&root=config
xarr-ing,young; sprout,,Nostratic etymology,,,,,,,,,,,,,,,,41,9,
xarring,to sprout,,Dravidian etymology,,"Also BRAxarrungreen, blue, black and blue; fruitful;xarrunīgreenness; wife",,,,,,,,,,2149,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=229&root=config
xul-ing (xulī-),1 to shake 2 to fear,,Nostratic etymology,,,,,,,,,,,,,,,,42,4,
