Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
amuŋŋuka,"to press, sink","amukkuka,amakkukato press down, squeeze, knead, turn food in mouth;amaŋŋukato be pressed down;amukkam,amukkal,amukku,amakkuthe act of pressing down, squeezing, compressing;ampikkukato press down;ammukato be pressed, subside",Dravidian etymology,,,,,,,,,"In DEDR 169 this stem is frequently confused with*amai- ~ *amar-'to be united, join, crowd together', right down to several forms included in both entries at the same time. Nevertheless, although some semantic contamination is possible, and both stems may be related on some higher level, they are clearly distinguished in SDR at least, and I prefer to only include forms with final-ŋ-(-k-in the corresponding transitive stem) here, as well as the possibly archaic monosyllabic suffixless variant (as seen in Mal.ammuka).",,,0169,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=151&root=config
amma,mother,"interj. (alsoammē,ammammā);ammammamother's mother;ammān,ammāvan,ammāman,ammōn,ammōmanmaternal uncle;ammāyi,ammāvimaternal aunt, uncle's wife, mother-in-law;ammiṇiaffectionate appellation esp. of infants, sometimes of mother and wife",Dravidian etymology,,,,,,,,,"The most common stem is the one ending in*-ā;*ammaiis also reconstructible on the basis of Tam.ammai, Mal.amma, Iru.amme. Kannaḍa forms with-mb-seem to have been reborrowed from Indo-Aryan. The meaning 'mother' is common for almost all dialects, but in some of them the derivative form*ammaihas assumed the meaning 'father' (cf. Tam.ammān_'maternal uncle, wife's father', i. e. 'he-of-mother').",,,0183,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=165&root=config
amarkka,to get close; to join,"amarttu piṭikkato grasp tightly;amarccasubjection, severity",Dravidian etymology,,,,,,,,,Some of the forms (notably all the Malayalam entries) have been entered a second time or relocated to PSDR*amu-by Burrow & Emeneau.,,,0162,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=144&root=config
ampu,arrow,,Dravidian etymology,,,,,,,,,,,,0178,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=160&root=config
aṇṇa,"up, above","aṇṇalhigh, God, esp. Arhat;aṇṇālooking upwards;aṇṇāviteacher, head of a company of actors;aṇṇanroyal predecessor, ancestor;aṇṇam,aṇṇākkuuvula",Dravidian etymology,,,,,,,,,,,,0110,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=96&root=config
"aṇṇan, aṇṇācci",elder brother,,Dravidian etymology,,,,,,,,,Reconstructed as*aṇṇa-because forms likeaṇṇiare quite local and may represent later morphological formations.,,,0131,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=117&root=config
aṇa,dam,"aṇṭabund, ridge of field",Dravidian etymology,,,,,,,,,"The two ""variants"" -*aṇaiand*anḍai- in reality cannot be joined together as easily as Burrow & Emeneau propose it in DEDR. In order to trace them back to the same source we would have to suppose that both go back to an early, and presumably, verbal root like*aṇ-, and even then the two lines of derivation would be rather vague. I would deem it more reasonable to reconstruct a PSDR nominal stem*aṇai""embankment"". Tamil and Malayalamaṇṭa(i), with an obviously narrower meaning ('field bund', but not 'dam' in general) are a different, more local, formation, maybe contaminated with*anḍ-' to approach, join' (?). As for Kodaguaṇḍa, in this case the retroflex cluster may actually go back to a simple retroflex nasal, i. e. reflect the earlier*aṇai; cf. a similar case in PSDR*pUṇai'bamboo'. (It is possible that*-ṇ->-ṇḍ-is a regular development in Kodagu nominal stems in the position before a strong suffix; unfortunately, the data are very scarce).",,,0122,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=108&root=config
aṇayuka,to approach; to join,"aṇavuarrival, closeness, love;aṇekkato bring into contact, embrace, hug;aṇayoke, pair;aṇukukato approach;aṇaccalembracing, drawing near;aṇappuembracing, an embrace;aṇayamvicinity, neighbourhood; (Kauṭ.)aṇukkanone who is near; intimate;aṇṭanearness, proximity;aṇṭuka,aṇṇuka,aṇpukato approach",Dravidian etymology,,,,,,,,,"With a certain effort one could trace back all of these forms to a single monosyllabic protostem*aṇ-; however, there is no guarantee that such is indeed the case. Two forms that continuously crop up all over SDR are the bisyllabic stem*aṇai-, with a simple retroflex nasal, and the monosyllabic stem*anḍ-with a retroflex cluster. Most of the other stems (aṇi-,aṇa-,aṇ-) are only found in the Tamil area and may reflect dialectalisms or latter day contaminations. As to whether*aṇai-and*anḍ-go back to the same source, this is somewhat questionable. They are certainly two different entities on the PSDR level, albeit with similar meanings; on that level, there was no productive model according to which*aṇai-could become*anḍ-or vice versa.",,,0120,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=106&root=config
aṇa,"neck, jaw","aṇa-ppallugrinder, double tooth;aṇaljaw, hinder part of mouth;aṇaliviper;aṇṇāṭicheekbone;aṇṇiinside of the cheek, joint of jaws",Dravidian etymology,,,,,,,,,"A complex case. Most of the forms can be traced back to PSDR*aṇal, although ones like Tam.aṇa-r, Mal.aṇṇisuggest the-lmay be suffixal. However, the Proto-Nilgiri form, as is seen from the Kota evidence, is*aṇǝg-<*aṇV[ŋ]g-, and in the Nilgiri languages it is only found within the compound*aṇǝg-pal'molar tooth'. This makes me suspect that the original form may indeed have been*aṇVŋ-, and everything but Kotaaṇgactually represents later modifications of the protostem as it kept merging with additional suffixes.",,,0114,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=100&root=config
aṭakkā-maṇiyan,a k. of plant/herb,,,,,,,,,,,,,,0062,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=54&root=config
aṇṭi,mango stone,,Dravidian etymology,,,,,,,,,"For Tam.-kkoṭṭaisee PSDR*koṭai. Vowel length in Koḍagu is quite baffling, possibly a mistranscription.",,,0126,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=112&root=config
cantam,beauty,antambeauty,Dravidian etymology,,,,,,,,,,,,2328,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=1991&root=config
aṇi,beauty; to wear (jewels),"aṇiyukato wear (jewels, arms), decorate oneself;aṇiyikkato dress, adorn",Dravidian etymology,,,,,,,,,,,,0116,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=102&root=config
anuppuka,to send,,Dravidian etymology,,,,,,,,,Quite possibly two roots.,,,0329,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=297&root=config
aṭṭuka,"to join, stick to",,Dravidian etymology,,,,,,,,,The Tamil-Malayalam forms with-ṭṭ-are due to the weak cluster*-nṭ-(expected dialectal variations with-ṇṭ-are also seen in Tam.aṇṭai).,,,0096,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=87&root=config
añcuka,to fear,"añcal,accamawe, fear",Dravidian etymology,,,,,,,,,,,,0055,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=48&root=config
"taŋka, taŋkacci",younger sister,"naŋŋaclever woman;naŋŋappiḷḷaunmarried brahman girl;naŋŋiyārwife of a nambiyār, an actress",Dravidian etymology,,,,,,,,KOR (O)tageelder sister;taŋgaḍiyounger sister,,,,3015,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=2508&root=config
aŋkalāykka,"to grieve, lament","aŋkalāppuanxiety, worry, disquiet",Dravidian etymology,,,,,,,,,"Some of the Tulu forms may look as if they are preserving a monosyllabic form of the root. However, external parallels (Telugu, Kurukh) also show a bisyllabic form, which means that in Tulu some of the forms without-l-may have dropped it secondarily (aŋgipuni<*aŋal-puni) while others, likeaŋgụ, represent back formations fromaŋgipuni, etc.",,,0031,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=27&root=config
aŋŋāṭi,"shop, bazaar",,Dravidian etymology,,,,,,,,,,,,0035,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=31&root=config
aŋkam,"battle, fight",,Dravidian etymology,,,,,,,,,,,,0029,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=25&root=config
appan,father,"appuaffectionate appellation of boys;appā̆,appappā,appaṭāinterj. of pain or surprise",Dravidian etymology,,,,,,,,,"The stem*apa-nis obviously of PSDR origin; everything else (Tuluappè, Tam.appi, etc.) is isolated, has little or no external parallels and probably represents later independent formations.",,,0156,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=138&root=config
"appam, āppam",cake,,Dravidian etymology,,,,,,,,,,,,0155,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=137&root=config
"appi, appu","to stick with the hand, apply (as paste or plaster)","appukato stick to, attach to, press against (as plaster), press in",Dravidian etymology,,,,,,,,,The derivative stem*apaḷi-is also reconstructible for PSDR.,,,0157,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=139&root=config
aru,rare,"ariyarare, uncommon;aruma,arimasuperiority, importance; difficulty;arippamdifficulty;arutuwhat ought not to be, impossibility;arukukato diminish",Dravidian etymology,,,,,,,,,"Tamil forms with the long vowel (āri,āriya) are not backed up by any other evidence and have to be considered secondary.",,,0221,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=198&root=config
arayuka,"to rub, grind","aravugrinding;arekkato grind to powder;arappupowdering;araŋŋuka,arakkukabruising gently to remove the husk by rubbing",Dravidian etymology,,,,,,,,IRUre-(ret-) to grind,Most of the derivative stems can be traced back to*arai-with consonantal extensions. Tamilaruvu'to wear away' may have appeared under the influence ofaruvu'to flow down (of spring)'.,,,0228,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=205&root=config
ara,half,,Dravidian etymology,,,,,,,,,,,,0229,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=207&root=config
